Model,Circuit,(ε δ),Noise Type,p,K*,time(sec.),robust
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.065,0.79042,33.27,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.066,0.79056,30.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.067,0.78940,33.07,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.068,0.78876,34.19,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.069,0.78641,33.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.070,0.78649,32.89,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.071,0.78528,34.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.072,0.78477,33.52,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.073,0.78245,35.15,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.074,0.78359,31.48,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.075,0.78265,30.80,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.076,0.78048,28.33,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.077,0.78104,34.79,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.078,0.77951,32.31,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.079,0.77871,33.11,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.080,0.77823,34.38,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.081,0.77678,35.23,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.082,0.77594,34.51,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.083,0.77476,34.35,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.084,0.77395,33.33,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.085,0.77387,30.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.086,0.77255,33.33,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.087,0.77193,29.89,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.088,0.77142,32.43,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.089,0.77024,33.03,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.090,0.76979,33.58,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.091,0.76925,31.72,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.092,0.76822,33.57,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.093,0.76761,35.28,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.094,0.76620,32.43,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.095,0.76529,32.98,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.096,0.76384,31.16,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.097,0.76364,31.87,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.098,0.76261,29.81,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.099,0.76181,32.10,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.100,0.76109,32.53,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.101,0.76092,32.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.102,0.76078,32.82,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.103,0.75906,33.38,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.104,0.75826,33.47,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.105,0.75860,31.42,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.106,0.75653,32.62,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.107,0.75597,34.38,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.108,0.75439,33.51,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.109,0.75445,30.23,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.110,0.75381,32.18,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.111,0.75384,32.58,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.112,0.75238,32.17,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.113,0.75021,32.53,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.114,0.75046,31.36,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.115,0.74940,33.35,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.116,0.74904,31.27,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.117,0.74852,31.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.118,0.74839,33.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.119,0.74792,32.57,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.120,0.74683,27.49,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.121,0.74531,32.32,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.122,0.74588,32.15,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.123,0.74422,34.03,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.124,0.74297,31.48,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.125,0.74258,31.99,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.126,0.74163,31.26,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.127,0.74140,32.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.128,0.74034,33.14,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.129,0.74055,33.28,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.130,0.73888,32.33,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.131,0.73776,31.79,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.132,0.73757,32.57,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.133,0.73763,32.51,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.134,0.73622,32.71,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.135,0.73529,31.63,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.136,0.73558,31.58,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.137,0.73392,31.76,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.138,0.73405,33.67,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.139,0.73319,32.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.140,0.73237,32.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.141,0.73180,31.61,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.142,0.73080,31.07,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.143,0.73026,33.87,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.144,0.72969,34.08,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.145,0.72897,32.45,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.146,0.72935,31.14,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.147,0.72731,32.67,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.148,0.72677,33.76,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.149,0.72442,32.78,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.150,0.72508,30.08,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.151,0.72563,32.31,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.152,0.72433,33.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.153,0.72406,33.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.154,0.72326,31.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.155,0.72112,33.95,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.156,0.72114,34.38,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.157,0.72107,31.54,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.158,0.72015,33.22,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.159,0.71939,32.78,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.160,0.71940,32.92,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.161,0.71714,33.17,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.162,0.71812,34.24,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.163,0.71631,32.67,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.164,0.71649,33.03,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.165,0.71670,31.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.166,0.71403,35.56,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.167,0.71463,33.87,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.168,0.71413,33.77,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.169,0.71333,31.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.170,0.71283,33.58,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.171,0.71132,31.72,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.172,0.71209,34.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.173,0.71174,32.35,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.174,0.70994,32.19,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.175,0.70915,30.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.176,0.70902,32.96,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.177,0.70860,33.89,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.178,0.70757,34.62,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.179,0.70822,34.67,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.180,0.70724,32.85,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.181,0.70620,35.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.182,0.70569,33.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.183,0.70457,34.06,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.184,0.70453,30.36,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.185,0.70329,32.17,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.186,0.70356,30.80,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.187,0.70321,32.38,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.188,0.70274,30.66,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.189,0.70110,33.74,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.190,0.70107,31.82,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.191,0.70028,33.91,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.192,0.69994,34.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.193,0.69865,34.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.194,0.69908,32.34,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.195,0.69772,31.29,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.196,0.69679,33.38,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.197,0.69773,31.11,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.198,0.69687,30.30,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.199,0.69559,33.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.200,0.69441,33.17,YES
ehc_10,c_0,"(0.01, 0.005)",None,None,0.99998,76.58,NO
ehc_10,c_0,"(0.001, 0.0001)",None,None,0.99998,73.10,NO
ehc_10,c_1,"(0.001, 0.0001)",None,None,0.99998,74.12,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.001,0.99796,93.46,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.002,0.99595,75.51,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.003,0.99394,76.15,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.004,0.99193,74.68,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.005,0.98992,85.71,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.006,0.98792,71.42,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.007,0.98590,82.07,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.008,0.98390,72.76,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.009,0.98188,78.39,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.010,0.97989,72.57,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.011,0.97789,79.64,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.012,0.97588,71.92,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.013,0.97384,74.18,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.014,0.97187,77.61,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.015,0.96989,65.35,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.016,0.96790,58.67,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.017,0.96590,60.39,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.018,0.96388,60.36,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.019,0.96187,58.05,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.020,0.95990,60.63,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.021,0.95788,59.31,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.022,0.95584,61.25,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.023,0.95392,70.17,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.024,0.95192,85.43,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.025,0.94997,90.96,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.026,0.94798,53.68,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.027,0.94595,60.00,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.028,0.94398,55.83,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.029,0.94202,47.66,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.030,0.94003,201.25,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.031,0.93802,40.69,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.032,0.93601,40.64,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.033,0.93411,40.79,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.034,0.93208,40.32,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.035,0.93013,41.29,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.036,0.92804,40.07,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.037,0.92616,40.42,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.038,0.92415,41.91,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.039,0.92220,42.58,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.040,0.92022,40.13,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.041,0.91821,41.49,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.042,0.91635,40.61,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.043,0.91435,53.38,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.044,0.91247,152.58,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.045,0.91075,103.56,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.046,0.90884,136.39,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.047,0.90693,186.23,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.048,0.90494,242.03,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.049,0.90299,90.93,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.050,0.90099,150.14,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.051,0.89903,90.50,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.052,0.89711,145.99,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.053,0.89524,88.02,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.054,0.89319,94.37,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.055,0.89129,112.26,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.056,0.88943,100.91,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.057,0.88746,199.50,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.058,0.88543,76.99,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.059,0.88359,87.53,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.060,0.88161,109.35,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.061,0.87971,126.32,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.062,0.87769,190.57,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.063,0.87587,110.51,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.064,0.87389,94.74,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.065,0.87197,144.94,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.066,0.87006,166.64,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.067,0.86812,87.80,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.068,0.86609,102.02,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.069,0.86424,117.46,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.070,0.86228,143.47,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.071,0.86044,113.88,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.072,0.85839,131.05,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.073,0.85648,139.96,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.074,0.85461,90.78,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.075,0.85269,177.04,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.076,0.85078,105.68,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.077,0.84886,72.56,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.078,0.84695,129.96,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.079,0.84502,110.64,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.080,0.84312,81.39,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.081,0.84116,78.32,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.082,0.83926,125.03,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.083,0.83731,102.97,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.084,0.83551,137.14,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.085,0.83351,180.98,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.086,0.83168,87.94,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.087,0.82974,123.40,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.088,0.82776,90.79,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.089,0.82601,200.08,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.090,0.82396,115.27,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.091,0.82207,108.98,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.092,0.82007,101.32,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.093,0.81829,93.36,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.094,0.81639,104.77,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.095,0.81441,191.00,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.096,0.81241,108.10,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.097,0.81059,103.98,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.098,0.80870,101.83,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.099,0.80669,88.78,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.100,0.80502,405.57,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.101,0.80300,85.01,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.102,0.80112,112.43,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.103,0.79903,109.49,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.104,0.79732,128.26,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.105,0.79537,154.63,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.106,0.79341,95.24,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.107,0.79157,137.56,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.108,0.78973,154.27,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.109,0.78785,126.66,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.110,0.78592,97.38,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.111,0.78406,110.80,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.112,0.78219,88.00,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.113,0.78023,99.96,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.114,0.77845,95.72,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.115,0.77649,114.04,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.116,0.77464,111.40,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.117,0.77275,84.26,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.118,0.77089,111.27,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.119,0.76908,110.40,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.120,0.76696,181.15,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.121,0.76511,110.91,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.122,0.76328,99.35,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.123,0.76136,146.84,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.124,0.75948,319.28,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.125,0.75764,150.67,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.126,0.75581,103.09,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.127,0.75388,183.58,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.128,0.75204,276.33,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.129,0.75024,164.30,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.130,0.74829,62.77,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.131,0.74642,60.17,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.132,0.74455,111.35,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.133,0.74260,72.08,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.134,0.74083,79.44,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.135,0.73884,55.48,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.136,0.73698,81.10,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.137,0.73509,124.61,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.138,0.73330,51.72,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.139,0.73144,110.01,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.140,0.72962,73.49,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.141,0.72770,52.33,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.142,0.72596,108.50,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.143,0.72392,65.89,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.144,0.72213,61.31,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.145,0.72020,50.38,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.146,0.71847,51.69,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.147,0.71649,102.47,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.148,0.71485,46.39,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.149,0.71290,105.37,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.150,0.71101,47.84,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.151,0.70910,72.51,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.152,0.70718,72.78,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.153,0.70536,56.71,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.154,0.70355,59.60,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.155,0.70171,63.81,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.156,0.69994,54.07,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.157,0.69805,67.19,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.158,0.69611,60.37,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.159,0.69435,72.81,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.160,0.69245,49.46,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.161,0.69061,68.28,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.162,0.68883,58.41,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.163,0.68687,68.83,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.164,0.68523,53.05,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.165,0.68325,50.23,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.166,0.68132,82.37,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.167,0.67954,58.90,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.168,0.67777,60.92,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.169,0.67597,59.28,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.170,0.67400,67.40,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.171,0.67208,58.22,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.172,0.67036,52.10,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.173,0.66853,48.89,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.174,0.66671,61.95,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.175,0.66489,59.93,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.176,0.66309,85.66,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.177,0.66119,88.06,NO
ehc_10,c_2,"(0.001, 0.0001)",bit flip,0.178,0.65940,280.42,NO
