Model,Circuit,(ε δ),Noise Type,p,K*,time(sec.),robust
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.121,0.56719,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.122,0.56563,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.123,0.56401,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.124,0.56234,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.125,0.56071,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.126,0.55912,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.127,0.55754,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.128,0.55595,2.60,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.129,0.55430,2.85,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.130,0.55274,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.131,0.55113,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.132,0.54957,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.133,0.54803,2.63,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.134,0.54641,2.65,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.135,0.54489,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.136,0.54328,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.137,0.54179,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.138,0.54020,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.139,0.53868,2.84,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.140,0.53708,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.141,0.53559,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.142,0.53405,2.58,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.143,0.53249,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.144,0.53094,2.65,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.145,0.52945,2.62,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.146,0.52791,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.147,0.52644,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.148,0.52490,2.84,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.149,0.52341,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.150,0.52196,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.151,0.52044,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.152,0.51902,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.153,0.51749,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.154,0.51595,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.155,0.51448,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.156,0.51302,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.157,0.51159,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.158,0.51007,2.86,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.159,0.50868,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.160,0.50723,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.161,0.50577,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.162,0.50432,17.91,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.163,0.50290,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.164,0.50147,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.165,0.49996,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.166,0.49861,2.65,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.167,0.49717,2.65,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.168,0.49574,2.86,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.169,0.49429,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.170,0.49286,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.171,0.49148,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.172,0.49011,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.173,0.48871,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.174,0.48727,2.64,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.175,0.48591,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.176,0.48451,2.61,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.177,0.48313,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.178,0.48173,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.179,0.48034,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.180,0.47897,2.65,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.181,0.47763,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.182,0.47629,2.61,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.183,0.47488,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.184,0.47351,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.185,0.47217,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.186,0.47083,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.187,0.46944,2.61,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.188,0.46812,2.85,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.189,0.46677,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.190,0.46545,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.191,0.46410,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.192,0.46283,2.63,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.193,0.46146,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.194,0.46018,2.63,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.195,0.45880,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.196,0.45754,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.197,0.45623,2.91,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.198,0.45496,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.199,0.45364,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",depolarizing,0.200,0.45230,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.001,0.80623,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.002,0.80222,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.003,0.79723,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.004,0.79411,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.005,0.79019,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.006,0.78554,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.007,0.78280,2.96,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.008,0.77689,2.83,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.009,0.77467,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.010,0.77109,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.011,0.76693,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.012,0.76401,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.013,0.75946,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.014,0.75464,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.015,0.75063,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.016,0.74832,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.017,0.74492,3.01,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.018,0.73718,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.019,0.73705,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.020,0.73154,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.021,0.72922,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.022,0.72579,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.023,0.72065,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.024,0.72042,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.025,0.71579,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.026,0.71345,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.027,0.70971,2.99,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.028,0.70700,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.029,0.70270,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.030,0.70047,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.031,0.69648,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.032,0.69224,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.033,0.68911,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.034,0.68695,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.035,0.68318,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.036,0.67623,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.037,0.67792,2.90,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.038,0.67433,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.039,0.67129,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.040,0.66820,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.041,0.66516,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.042,0.66254,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.043,0.65624,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.044,0.65568,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.045,0.65298,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.046,0.65037,2.95,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.047,0.64776,2.84,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.048,0.64468,2.86,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.049,0.64175,2.84,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.050,0.63609,2.82,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.051,0.63568,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.052,0.62987,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.053,0.63055,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.054,0.62781,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.055,0.62499,2.63,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.056,0.62251,3.01,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.057,0.61942,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.058,0.61688,2.83,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.059,0.61428,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.060,0.61090,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.061,0.60917,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.062,0.60604,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.063,0.60355,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.064,0.60141,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.065,0.59862,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.066,0.59540,3.01,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.067,0.59297,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.068,0.59102,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.069,0.58842,2.86,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.070,0.58553,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.071,0.58357,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.072,0.58122,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.073,0.57857,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.074,0.57615,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.075,0.57368,2.86,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.076,0.57147,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.077,0.56919,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.078,0.56728,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.079,0.56376,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.080,0.56139,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.081,0.56018,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.082,0.55790,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.083,0.55575,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.084,0.55348,3.12,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.085,0.55121,2.85,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.086,0.54915,2.84,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.087,0.54689,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.088,0.54484,2.82,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.089,0.53837,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.090,0.54061,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.091,0.53810,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.092,0.53627,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.093,0.53434,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.094,0.53239,2.96,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.095,0.53034,2.88,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.096,0.52788,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.097,0.52047,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.098,0.52398,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.099,0.52207,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.100,0.52024,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.101,0.51838,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.102,0.51640,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.103,0.51446,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.104,0.51260,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.105,0.51046,2.89,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.106,0.50870,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.107,0.50673,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.108,0.50272,2.82,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.109,0.50337,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.110,0.50128,2.82,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.111,0.49953,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.112,0.49783,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.113,0.49584,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.114,0.49408,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.115,0.49246,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.116,0.49054,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.117,0.48899,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.118,0.48693,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.119,0.48548,2.83,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.120,0.48386,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.121,0.48191,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.122,0.48054,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.123,0.47879,2.91,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.124,0.47703,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.125,0.47536,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.126,0.47405,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.127,0.47221,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.128,0.47095,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.129,0.46878,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.130,0.46750,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.131,0.46579,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.132,0.46425,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.133,0.46313,2.83,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.134,0.46157,2.82,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.135,0.45966,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.136,0.45835,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.137,0.45686,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.138,0.45555,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.139,0.45398,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.140,0.45257,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.141,0.45106,2.63,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.142,0.44942,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.143,0.44832,2.95,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.144,0.44652,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.145,0.44531,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.146,0.44380,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.147,0.44244,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.148,0.44100,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.149,0.43951,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.150,0.43839,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.151,0.43696,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.152,0.43560,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.153,0.43432,2.86,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.154,0.43315,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.155,0.43192,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.156,0.43020,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.157,0.42935,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.158,0.42765,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.159,0.42643,2.62,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.160,0.42542,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.161,0.42381,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.162,0.42283,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.163,0.42182,3.02,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.164,0.42046,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.165,0.41919,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.166,0.41792,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.167,0.41686,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.168,0.41570,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.169,0.41417,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.170,0.41338,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.171,0.41215,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.172,0.41107,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.173,0.40968,2.94,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.174,0.40846,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.175,0.40756,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.176,0.40612,2.84,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.177,0.40501,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.178,0.40388,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.179,0.40293,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.180,0.40197,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.181,0.40090,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.182,0.39971,2.64,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.183,0.39852,2.89,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.184,0.39764,2.68,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.185,0.39662,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.186,0.39558,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.187,0.39448,2.70,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.188,0.39341,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.189,0.39254,2.73,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.190,0.39113,2.69,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.191,0.39036,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.192,0.38910,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.193,0.38845,2.89,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.194,0.38737,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.195,0.38632,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.196,0.38532,2.82,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.197,0.38429,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.198,0.38356,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.199,0.38259,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",phase flip,0.200,0.38147,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.001,0.80852,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.002,0.80646,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.003,0.80222,2.87,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.004,0.79988,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.005,0.79686,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.006,0.79625,2.66,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.007,0.79470,2.82,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.008,0.79007,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.009,0.79109,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.010,0.78826,2.89,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.011,0.78560,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.012,0.78166,3.02,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.013,0.78219,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.014,0.78079,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.015,0.77732,2.79,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.016,0.77672,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.017,0.77508,2.86,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.018,0.77273,2.76,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.019,0.77042,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.020,0.76511,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.021,0.76638,2.83,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.022,0.76504,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.023,0.75918,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.024,0.75762,2.72,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.025,0.75892,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.026,0.75665,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.027,0.75387,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.028,0.75358,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.029,0.75185,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.030,0.74873,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.031,0.74714,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.032,0.74613,2.67,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.033,0.74416,2.74,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.034,0.73979,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.035,0.74058,2.77,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.036,0.73888,2.78,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.037,0.73706,2.80,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.038,0.73524,2.83,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.039,0.73343,2.89,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.040,0.73167,2.71,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.041,0.71976,2.81,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.042,0.72814,2.75,NO
iris_4,c_2,"(0.01, 0.0005)",mixed,0.043,0.72535,2.73,NO
